#,Ítem,Nick,Ciudad / Región,Restricciones en el envío
1449,"PACK: pack coru   Corunea (Pack completo que incluye: Defender y warden  starter pack 1 shadowmaster and defiler starter pack 2 shade and elementalist starter pack 3 Shulius and Makual adventure pack 1 Brute force extra pack 1 casi todo sin desprecintar un par de mazos abiertos sin usar ,todo  en ingles)",gaspode77,Córdoba,"Kiala ,para otro tipo de envio la diferencia la paga el que recibe el juego"
1450,PACK: pack mage   Mage Wars (perfecto estado) + Mage Wars: Core Spell Tome 1 + Mage Wars: Druid vs. Necromancer (Perfecto estado),gaspode77,Córdoba,"Kiala ,para otro tipo de envio la diferencia la paga el que recibe el juego"
1451,"Buccaneer - (edición multiidoma, impecable)",Orphebus,Valladolid,"kiala. No me importa enviar por otro medio, siempre que se abone la diferencia de precio"
1452,"Catan - (Alemán, destroquelado, pero sin usar, los demás componentes están sin desprecintar)",Orphebus,Valladolid,"kiala. No me importa enviar por otro medio, siempre que se abone la diferencia de precio"
1453,"Fürstenfeld - (Alemán, reglas en español e inglés, impecable, embolsado)",Orphebus,Valladolid,"kiala. No me importa enviar por otro medio, siempre que se abone la diferencia de precio"
1454,"Jet Set + Jet Set: Distant Lands – Expansion Set 1 - (Inglés, sin desprecintar ambos)",Orphebus,Valladolid,"kiala. No me importa enviar por otro medio, siempre que se abone la diferencia de precio"
1455,"Sanssouci - (Edición multidioma, como nuevo, 2 partidas)",Orphebus,Valladolid,"kiala. No me importa enviar por otro medio, siempre que se abone la diferencia de precio"
1456,"Shadows over the Empire - Incluye todas las promos de Kickstarter + Fallen Allies + Azarias (Inglés, impecable, cartas con fundas específicas)",Orphebus,Valladolid,"kiala. No me importa enviar por otro medio, siempre que se abone la diferencia de precio"
1457,"Yspahan - (Alemán, Jugado una vez, perfecto, independiente de idioma, incluyo FAQ, reglas y ayudas en español)",Orphebus,Valladolid,"kiala. No me importa enviar por otro medio, siempre que se abone la diferencia de precio"
1458,"PACK: BRIEFCASE  Briefcase: Board Game Factory + Briefcase: Bonus Companies + Briefcase: Government Bonus (Impecable, solo 1 partida, edición multiidioma, incluyo reglas y ayudas en español)",Orphebus,Valladolid,"kiala. No me importa enviar por otro medio, siempre que se abone la diferencia de precio"
1459,"PACK: CARTAS  Dead End (español, leve desgarro en la caja que no afecta) + Genji (inglés, indepdendiente de idioma, reglas en español, 1 partida) + Megastar (alemán, independiente de idioma, reglas en español) + Mythos (Inglés, sin usar, 2 Starter decks de 52 cartas) + SmileyFace (francés, sin destroquelar ni usar)",Orphebus,Valladolid,"kiala. No me importa enviar por otro medio, siempre que se abone la diferencia de precio"
1460,"PACK: COOPERATIVOS  La Isla Prohibida (español, perfecto) + La Resistencia (español, esquinas de caja ligeramente desgastadas) + Panic Station (alemán, independiente de idioma, perfecto, sin jugar)",Orphebus,Valladolid,"kiala. No me importa enviar por otro medio, siempre que se abone la diferencia de precio"
1461,"PACK: TRIPLE  Seeland (Alemán, independiente de idioma, sin desprecintar) + Strauß voraus! (Alemán, independiente de idioma, 1 partida, impecable) + Uptown(Inglés, sin desprecintar)",Orphebus,Valladolid,"kiala. No me importa enviar por otro medio, siempre que se abone la diferencia de precio"
1462,"PACK: AGENTS The Agents + The Agents: Black Ops + The Agents: Mission: Critical + The Agents: The 'Secret' Agents + The Agents: The 'Special' Agents + The Agents: The 'Spoof' Agents + The Agents: The Partners (Kickstarter Edition, caja del básico con 2 aristas rasgadas, las cajas de las expansiones son casi de papel y algunas tienen una pestaña tocada).",Orphebus,Valladolid,"kiala. No me importa enviar por otro medio, siempre que se abone la diferencia de precio"
1463,Juego de Tronos LCG - Castellano. Abierto pero sin destroquelar.,Karinsky,Madrid,kiala o cualquier otro ajustando la diferencia.
1464,Un Mundo Sin Fin - Castellano. Precintado.,Karinsky,Madrid,kiala o cualquier otro ajustando la diferencia.
1465,"DreadBall Xtreme: edición kickstarter en ingles, abierto pero no jugado. Todo lo necesario para jugar: de miniaturas: equipo de convictos y de asterian, 2 esponsor y 9 agentes libres",Feytor,Madrid,prefiere kiala
1466,"Las 7 Puertas: edición en español, abierto y parcialmente destroquelado, caja con rozaduras.",Feytor,Madrid,prefiere kiala
1467,"Pack faminliar: Kanji Battle (1ª edición española, jugado pero en buen estado); Pack of Heroes (edición kickstarter en ingles); Un Mundo Sin Fin (edición en español, abierto y parcialmente destroquelado).",Feytor,Madrid,prefiere kiala
1468,"Kingsburg - Edge, Español y usado unas cuantas partidas",kiriko-ku,Albacete,kiala
1469,PACK: Lote Anima Anima: El Ocaso de los Dioses (Edge. Español. Perfecto estado) + Anima: La Sombra de Omega (Edge. Español. Perfecto estado).,kiriko-ku,Albacete,kiala
1470,EVE: Conquests - Sin jugar. Estado casi perfecto.,Skryre,Barcelona,paqueteria excepto islas que va por Correos
1471,Galactic Emperor - Una partida. En perfecto estado.,Skryre,Barcelona,paqueteria excepto islas que va por Correos
1472,"Gunship: First Strike! - Nunca jugado. Incluye expansiones X-perimental weapons, Crewmates y Asteroids!",Skryre,Barcelona,paqueteria excepto islas que va por Correos
1473,Hegemonic - Caja foil firmada. Ligero golpe en una esquina.,Skryre,Barcelona,paqueteria excepto islas que va por Correos
1474,"Kings & Things - Perfecto, solo abierto y destroquelado",Skryre,Barcelona,paqueteria excepto islas que va por Correos
1475,"La Guerre des Héros - Casi perfecto, no se le nota apenas el paso del tiempo.",Skryre,Barcelona,paqueteria excepto islas que va por Correos
1476,Pixel Lincoln: The Deckbuilding Game - Abierto solo para ver el contenido. 0 partidas. Impecable,Skryre,Barcelona,paqueteria excepto islas que va por Correos
1477,Zpocalypse - Solo destroquelado. 0 partidas.,Skryre,Barcelona,paqueteria excepto islas que va por Correos
1478,Cadwallon: Ciudad de Ladrones - Como nuevo (miniaturas sin pintar). 1 partida.,Nieva,Madrid,
1479,Khet: The Laser Game - Precintado.,Nieva,Madrid,
1480,QBQ - Como nuevo. 1 partida.,Nieva,Madrid,
1481,Qwirkle - Como nuevo. 3 partidas.,Nieva,Madrid,
1482,Robo Rally - Precintado (en francés),Nieva,Madrid,
1483,Stonehenge: An Anthology Board Game - Como nuevo. 2 partidas.,Nieva,Madrid,
1484,Musetagfat - Poco uso Se incluye el reglamento en castellano.,Troia,Huelva / Sevilla,kiala o similares
,,,,
1486,Pastiche - Muy buen estado.,Troia,Huelva / Sevilla,kiala o similares
1487,"Sid Meier's Civilization: The Board Game - Buen estado. En castellano. Los componentes están pintados. Si alguien está interesado, mando/subo fotos.",Troia,Huelva / Sevilla,kiala o similares
,,,,
1489,Épica - Sin desprecintar.,Troia,Huelva / Sevilla,kiala o similares
1490,PACK: Pack 1: Age of Discovery + Head State + Àrte Age of Discovery (No se ha jugado. Se resumen completo del reglamento en castellano.) + Artè (No se ha jugado. Reglas en Italiano y en Inglés. De 3 a 6 jugadores.) + Heads of State (Sin abrir. Con precinto.),Troia,Huelva / Sevilla,kiala o similares
1491,PACK: Pack 2: Bull in a China Shop + Genial de dados (Einfach Genial) + Who is the ass? + Plateau X + Dragon Parade Dragon Parade (Muy buen estado. Se incluye el reglamento en castellano.) + Einfach Genial: Das Würfelspiel (Muy buen estado.) + Plateau X (Muy buen estado) + Who's the Ass? (Está abierto pero no se ha jugado nunca.),Troia,Huelva / Sevilla,kiala o similares
,,,,
1493,PACK: Pack 3: Khronos + Mr. Jack Khronos (Buen estado.) + Mr. Jack (Varias partidas pero en buen estado.),Troia,Huelva / Sevilla,kiala o similares
1494,A Distant Plain - Como nuevo,Bargerald,,kiala  
1495,"Alien Uprising - 2 partidas, en buen estado",Bargerald,,kiala  
1496,Battle Above the Clouds - Destroquelado,Bargerald,,kiala  
1497,Highway to the Kremlin - Sin destroquelar,Bargerald,,kiala  
1498,Historia - Como nuevo,Bargerald,,kiala  
1499,Kremlin - 3ª edicion en ingles Jolly Roger Games. Como nuevo,Bargerald,,kiala  
1500,"Lock 'n Load: Heroes of the Blitzkrieg - Destroquelado, cartas enfundadas",Bargerald,,kiala  
1501,Monmouth - Sin destroquelar,Bargerald,,kiala  
1502,Pensacola - Sin destroquelar,Bargerald,,kiala  
1503,Reluctant Enemies - Sin destroquelar,Bargerald,,kiala  
1504,"The Dark Valley - Destroquelado, marcadores clipeados",Bargerald,,kiala  
1505,"Tomorrow - Buen estado, cartas con traduccion al español",Bargerald,,kiala  
1506,Tunisia - Destroquelado y clipeado,Bargerald,,kiala  
1507,2 de Mayo Edición en español. Perfecto estado,Musambay,,kiala
1508,"Antike Duellum Edición en inglés/alemán. Caja con una esquina de la base rajada, el resto en perfecto estado.",Musambay,,kiala
1509,Clash of Cultures Edición en inglés. Perfecto estado.,Musambay,,kiala
1510,Die Säulen von Venedig Edición en alemán. Perfecto estado. Sin estrenar.,Musambay,,kiala
1511,Lakota Edición en alemán. Perfecto estado.,Musambay,,kiala
1512,Mythotopia Edición normal. Perfecto estado.,Musambay,,kiala
1513,Risk: The Walking Dead – Survival Edition. Edición en inglés. Perfecto estado.,Musambay,,kiala
1514,Squad Seven. Edición en español. Sin desprecintar.,Musambay,,kiala
1515,"Survive: Escape from Atlantis! Edición en inglés.Muy buen estado. Incluye la expansión de 5 -6 jugadores, Delfines y Calamar Gigante.",Musambay,,kiala
1516,Tongiaki Edición en alemán.Perfecto estado.,Musambay,,kiala
1517,"PACK: Pack Elige 3 de estos juegos: 1,2,3! Now you see me... (Edición en español. Perfecto estado. Cartas sin desprecintar.) + Catan: El juego de Cartas (Edición en español. Perfecto estado.) + Friesematenten (Edición en alemán. Perfecto estado. Incluye la expansión.) + La Gran Muralla China (Edición en español. Sin estrenar.) +Pergamemnon (Perfecto estado. Incluye la expansión Antebellum.Edición en inglés.) + Qwirkle Travel (Es la edición Travel. Perfecto estado.Edición en alemán.) + Red Code (Cartas enfundadas. Buen estado.) + Rosenkönig (Edición de caja metálica en alemán. Perfecto estado.) +Félix: El Gato Encerrado (Edición en español. Perfecto estado.)",Musambay,,kiala
1518,"- Dungeons & Dragons – wrath of Ashardalon – Inglés. Como nuevo, enfundado. Wizard of the coast",Maguila,Murcia,prefiere kiala
1519,- Zombis 15 – Español. Precintado. Homoludicus,Maguila,Murcia,prefiere kiala
1520,- DUST – Español. Como nuevo. Edge,Maguila,Murcia,prefiere kiala
1521,- ARCANA – Español. Caja con esquinas rozadas. Edge. Cartas enfundadas,Maguila,Murcia,prefiere kiala
1522,- TANNHAUSER – FIELDS OPS – Francés. Como nuevo. Take on you. Añado manual traducido por mi.,Maguila,Murcia,prefiere kiala
1523,- RUNEWARS – Español. Caja con esquinas rozadas. Edge. 1ª EdiciónTotalmente enfundado con fundas de Fantasy Flight.,Maguila,Murcia,prefiere kiala
1524,"- PACK: CASH & GUNS + SI, PADRINO OSCURO + EL CASTILLO DEL DIABLO - Todos Español. Todos Caja rozada en esquinas, bien cuidados. REPOS + EDGE + EDGE. El padrino oscuro va enfundado. Al Cash & Guns le faltan 6 fichas de daño, no son imprescindibles en absoluto.",Maguila,Murcia,prefiere kiala
1525,"– PACK: CONVOI + DUNGEONEER. La tumba de Lord Liche - Francés + Español. Caja rozada en esquinas, sin estrenar el Convoi. Portal",Maguila,Murcia,prefiere kiala
1526,"– PACK: LA ISLA PROHIBIDA + ANIMA. La sombra de Omega + BIRDS ON A WIRE - Español + Español + Inglés. Como nuevos, jugados un par de veces. Devir + Edge + Gryphon games",Maguila,Murcia,prefiere kiala
1527,Stronghold - 2 partidas. En versión en inglés. Muy buen estado. Reglas impresas en español.,oladola,Madrid,
1528,Mythotopia - En inglés precintado edición normal,BenZombie,,kiala
1529,"Legendary Villains - En inglés, de Upper Deck como nuevo",BenZombie,,kiala
1530,"Gem Rush - En inglés, Victory Point Games con algún roce la caja",BenZombie,,kiala
1531,Castle Panic + Castle Panic : The Wizard´s Tower - Edición en inglés en muy buen estado,BenZombie,,kiala
1532,Gloom + Carrea de Tortugas + Póker de Bichos - Todos en castellano como nuevos (Edge+Homoludicus+Devir),BenZombie,,kiala
1533,"Puerto Rico Primera edición, Devir, en español Caja: Perfecto estado. Contenido: Sin estrenar. Más info: 0 partidas.",Akmanar,Granada,Kiala aunque puedo hacerlo por correos (si hay mucha diferencia de precio la compensaría el destinatario).
1534,51st State - En perfecto estado. Primera edición.1 partida Barcelona. Correos o Kiala,perec,Barcelona,Correos o kiala
1535,"Alta Tensión: Las Primeras Chispas - Edge, en castellano. Como nuevo. 1 partida Barcelona. Correos o Kiala",perec,Barcelona,Correos o kiala
1536,"Atlantic Star - Nunca jugado. En perfecto estado . Multidioma. 1era edición. Barcelona, Correos o Kiala",perec,Barcelona,Correos o kiala
1537,"Cosmic Encounter - Edge, castellano. Nunca jugado.Barcelona. Correos o Kiala",perec,Barcelona,Correos o kiala
1538,D-Day (first edition) - En muy buen estado.Barcelona. Correos o Kiala,perec,Barcelona,Correos o kiala
1539,Field Commander: Napoleon - Caja algo tocada (sobretodo esquinas). Barcelona. Correos o Kiala,perec,Barcelona,Correos o kiala
1540,Lost Battles - Muy buen estado.Barcelona. Correos o Kiala,perec,Barcelona,Correos o kiala
1541,Monastery - Nunca jugado. perfecto estado Barcelona. Correos o Kiala,perec,Barcelona,Correos o kiala
1542,"Serenissima (first edition) - Por destrouqelar. primera edición, alemán Barcelona. Correos o Kiala",perec,Barcelona,Correos o kiala
1543,Stronghold - 1era edición. Buen estado excepto un roce en la caja. Barcelona. Correos o Kiala,perec,Barcelona,Correos o kiala
1544,Tactics II - Sin destroquelar. 2ª edición. Barcelona. Correos o Kiala,perec,Barcelona,Correos o kiala
1545,Tulipmania 1637Ed. del viejo tercio con reglas en castellano. 1 partida ey en perfecto estado.Barcelona. Correos o Kiala,perec,Barcelona,Correos o kiala
1546,PACK: pack 1 A Conclave of Wyrms (Nunca jugado. En perfecto estado) + Bang! (Primera edición. La caja está algo tocada) + The Awful Green Things From Outer Space (En perfecto estado.) Barcelona. Correos o Kiala,perec,Barcelona,Correos o kiala
1547,"PACK: pack 2 Elder Sign (Fantasy Flight, en inglés. Caja con roces) + Innovation (Iello, en inglés. Como nuevo) Barcelona. Correos o Kiala",perec,Barcelona,Correos o kiala
1548,PACK: pack 3 Stephensons Rocket (Una sola partida. Como nuevo) + Tyros (En perfecto estado.) Barcelona. Correos o Kiala,perec,Barcelona,Correos o kiala
1549,Acquire - Componentes en perfecto estado. La caja tiene algunas señales de desgaste,fuckf,Barcelona,kiala
1550,Adios Amigos - Componentes en perfecto estado. Se adjuntan reglas en catellano.,fuckf,Barcelona,kiala
1551,"Black Stories: Edicion Misterio - Edición Limitada de caja metálica igual que la imagen, nunca jugado.",fuckf,Barcelona,kiala
1552,"CV - cartas enfundadas. 3 partidas, está como nuevo.",fuckf,Barcelona,kiala
1553,Catan: Navegantes - Componentes en perfecto estado. La caja tiene algunas señales de desgaste,fuckf,Barcelona,kiala
1554,"Diamantes - 5 partidas, en perfecto estado.",fuckf,Barcelona,kiala
1555,Dungeon Twister - precintado,fuckf,Barcelona,kiala
1556,"Grand Cru - idioma: alemán, 1 partida, está en perfecto estado",fuckf,Barcelona,kiala
1557,"Hamburgum - idioma: inglés, jugado una vez, está nuevo, en perfecto estado",fuckf,Barcelona,kiala
1558,Heimlich & Co. - Tradumaquetado y enfundado,fuckf,Barcelona,kiala
1559,"Lobo - varias partidas, en perfecto estado",fuckf,Barcelona,kiala
1560,"Phase 10: Das Brettspiel - idioma: alemán, 1 partida, en perfecto estado.",fuckf,Barcelona,kiala
1561,"Praetor - 2 partidas, está en perfecto estado.",fuckf,Barcelona,kiala
1562,"Rialto - varias partidas,cartas enfundadas, está en perfecto estado",fuckf,Barcelona,kiala
1563,"Verbalia: Juegos - 2 partidas, está nuevo.",fuckf,Barcelona,kiala
1564,Würfel-Ligretto - Componentes en perfecto estado. La caja tiene un mini golpe en una esquina,fuckf,Barcelona,kiala
1565,"PACK: Ciudadelas   Ciudadelas (castellano, varias partidas, está como nuevo.) + Ciudadelas: Ciudadela Oscura (varias partidas, está como nuevo.)",fuckf,Barcelona,kiala
1566,"PACK: Gloria   Gloria a Roma (castellano (Homoludicus) 1 partida, en perfecto estado.) + Gloria a Roma: La República (castellano (Homoludicus) 1 partida, en perfecto estado.)",fuckf,Barcelona,kiala
1567,"PACK: K2   K2 (idioma: inglés, varias partidas, como nuevo) + K2: Broad Peak (idioma: inglés, varias partidas, como nuevo)",fuckf,Barcelona,kiala
